     1   1 0.959659E+00  0.997445E+00  0.000000E+00  0.602011E+03
     1   2 -.112313E+01  -.199178E+01  -.289893E+00  0.521585E+03
     1   3 0.110268E+01  -.263840E+01  0.816181E+00  0.873917E+03
     1   4 -.129027E+01  0.182820E+01  -.157641E+01  0.493717E+03
     1   5 -.441102E-01  -.263832E+01  -.141869E+01  0.366855E+03
     1   6 0.523348E+00  0.155972E+01  0.349941E+00  0.678293E+03
     1   7 -.938488E+00  0.257953E+00  -.942597E+00  0.467820E+03
     1   8 0.247160E+01  0.656619E+00  -.192791E+01  0.946714E+06
     1   9 0.161863E+00  -.133877E+01  0.228984E+00  0.812765E+03
     1  10 -.482987E+00  -.204017E+01  -.193556E+01  0.431022E+03
     1  11 0.888992E+00  -.107144E+00  -.187007E+01  0.259692E+03
     1  12 0.282545E+01  0.149688E+00  -.141422E+00  0.365354E+07
     1  13 0.277953E+01  -.266664E+01  -.105261E+01  0.286412E+07
     1  14 -.793135E+00  -.183675E+01  -.125900E+01  0.462333E+03
     1  15 -.401049E+00  -.247770E+01  0.740891E+00  0.100597E+04
     1  16 -.356369E+00  -.342441E+00  -.187758E+01  0.426725E+03
     1  17 -.553471E+00  0.112148E+01  0.663643E+00  0.484794E+03
     1  18 -.652523E+00  0.534672E+00  -.185295E+01  0.447383E+03
     1  19 -.175762E+01  0.116290E+01  -.195513E+01  0.517356E+03
     1  20 -.136483E+01  -.871246E-01  0.569868E+00  0.518124E+03
     1  21 0.149398E+01  -.130405E+01  0.355547E+00  0.559396E+04
     1  22 0.250066E+01  0.287454E+00  0.977171E+00  0.915718E+06
     1  23 -.401905E-01  0.108043E+01  0.158017E+00  0.382120E+03
     1  24 0.219822E+01  -.219254E-01  -.163340E+01  0.219927E+06
     1  25 -.479853E+00  -.529526E+00  -.152731E+01  0.435647E+03
     1  26 0.118659E+01  -.136743E+01  0.616342E-01  0.119653E+04
     1  27 -.102165E+01  -.466521E-01  0.190269E+00  0.475089E+03
     1  28 0.255961E+01  -.190802E+01  -.196865E+01  0.110173E+07
     1  29 0.221615E+01  -.209354E+01  0.337654E+00  0.229226E+06
     1  30 -.155506E+01  -.286895E+01  -.102293E+01  0.703048E+03
     1  31 -.124170E+01  -.131288E+01  -.197968E+01  0.494320E+03
     1  32 0.279549E+01  -.580066E+00  -.152610E+01  0.342045E+07
     1  33 0.112097E+00  -.418328E-01  -.151441E+01  0.348861E+03
     1  34 -.140579E+01  0.921534E+00  -.153430E+01  0.501023E+03
     1  35 0.279131E+01  -.131289E+01  -.175739E+01  0.278548E+07
     1  36 0.536711E+00  -.561640E+00  0.656258E+00  0.722461E+03
     1  37 0.970537E+00  -.160644E+01  -.187025E+01  0.413087E+03
     1  38 0.137069E+01  0.128130E+01  0.109436E+00  0.291428E+04
     1  39 0.240526E+01  0.511810E+00  -.100278E+01  0.599140E+06
     1  40 0.582333E+00  0.331068E+00  -.180664E+01  0.159046E+03
     1  41 0.204817E+01  0.157364E+01  -.120566E+01  0.977068E+05
     1  42 -.496044E-01  0.446512E+00  -.845948E+00  0.388163E+03
     1  43 -.816146E+00  -.155191E+01  -.471892E+00  0.462753E+03
     1  44 0.252462E+01  -.140186E-01  -.129662E+01  0.103303E+07
     1  45 -.453171E+00  0.847634E+00  -.126248E+01  0.434322E+03
     1  46 -.110401E+01  0.181341E+01  -.130381E+01  0.480384E+03
     1  47 0.565517E+00  0.601286E+00  0.856456E+00  0.708792E+03
     1  48 -.151848E+01  -.179444E+01  -.536985E+00  0.529429E+03
     1  49 0.294373E+01  0.448188E+00  -.938843E+00  0.645617E+07
     1  50 0.240177E+01  -.465487E+00  -.135278E+01  0.451173E+06
     2   1 -.930504E+00  -.144292E+01  -.122992E+01  0.470112E+03
     2   2 -.125196E+00  0.508219E+00  -.178989E+01  0.401267E+03
     2   3 0.208437E+01  -.138396E+00  -.665505E+00  0.120733E+06
     2   4 0.120973E+01  0.162997E+00  -.148902E+01  0.230288E+04
     2   5 0.316118E+00  -.556597E+00  -.188204E+01  0.273745E+03
     2   6 0.246556E+01  -.130192E+00  -.115006E+01  0.804882E+06
     2   7 -.183818E+01  0.200000E+01  0.235434E+00  0.519943E+03
     2   8 0.294042E+01  0.125906E+01  -.662801E+00  0.653077E+07
     2   9 -.142467E+01  0.116123E+01  -.127102E+01  0.502113E+03
     2  10 0.378594E-01  -.153510E+01  -.551218E+00  0.342658E+03
     2  11 0.251135E+01  -.130929E+01  -.129927E+01  0.982330E+06
     2  12 0.296151E+01  0.122626E+01  -.164142E+01  0.635694E+07
     2  13 0.214503E+01  -.166637E+00  -.110153E+01  0.162819E+06
     2  14 -.165542E+00  -.101889E+01  -.356098E+00  0.398205E+03
     2  15 0.565637E-01  -.273885E+01  0.103775E+00  0.882948E+03
     2  16 0.214363E+01  0.689703E+00  -.112014E+01  0.165515E+06
     2  17 -.103980E+01  0.951123E+00  -.525230E+00  0.475534E+03
     2  18 0.164121E+01  0.508782E-01  -.200000E+01  0.265628E+05
     2  19 0.742378E+00  0.994079E+00  -.200000E+01  0.138816E+03
     2  20 -.127993E+01  -.633891E-01  -.930132E+00  0.493272E+03
     2  21 0.180086E+01  -.128739E+01  -.214574E+00  0.274223E+05
     2  22 0.885390E-02  0.143617E+01  -.520677E+00  0.376146E+03
     2  23 -.199922E+00  -.116313E+00  -.908838E+00  0.411157E+03
     2  24 0.126639E+01  0.200000E+01  -.117491E+01  0.328008E+04
     2  25 0.202015E+01  -.656439E+00  -.106439E+01  0.894275E+05
     2  26 0.300000E+01  -.271292E+01  -.143837E+01  0.872635E+07
     2  27 -.200000E+01  -.940491E+00  -.111169E+01  0.526690E+03
     2  28 0.596144E-01  -.300000E+01  -.200000E+01  0.396002E+03
     2  29 0.191002E+01  -.250827E+01  -.100192E+01  0.500049E+05
     2  30 0.291371E+00  -.231949E+01  -.156574E+01  0.231594E+03
     2  31 0.125830E+01  0.230064E+00  -.602507E+00  0.163853E+04
     2  32 0.695865E+00  0.234918E+00  -.200000E+01  0.134579E+03
     2  33 0.101704E+01  0.114663E+01  -.200000E+01  0.631915E+03
     2  34 0.109421E+01  -.661444E+00  -.200000E+01  0.107328E+04
     2  35 0.291310E+00  0.948955E+00  -.137029E+01  0.285595E+03
     2  36 0.255941E+01  0.333801E+00  -.843742E+00  0.116684E+07
     2  37 -.839260E+00  -.228897E+00  -.133965E+01  0.460419E+03
     2  38 -.455517E-01  0.115188E+01  -.139056E+01  0.387497E+03
     2  39 0.317601E+00  0.135691E+01  -.188892E+01  0.274660E+03
     2  40 -.102436E+00  0.171604E+01  -.200000E+01  0.397726E+03
     2  41 0.300000E+01  0.146734E+01  -.200000E+01  0.706270E+07
     2  42 0.344514E-01  -.437768E+00  -.200000E+01  0.369151E+03
     2  43 -.677096E+00  -.176496E+01  0.287544E-02  0.483010E+03
     2  44 0.201433E+01  -.678021E+00  -.169468E+01  0.110731E+06
     2  45 0.318451E+00  0.200000E+01  -.736402E+00  0.274259E+03
     2  46 -.105731E+01  0.194791E+01  -.586908E+00  0.476846E+03
     2  47 -.173325E+01  0.719682E+00  -.643544E+00  0.516562E+03
     2  48 -.192766E+00  0.705560E+00  -.200000E+01  0.410699E+03
     2  49 0.190278E+01  0.356655E+00  -.140346E+01  0.613488E+05
     2  50 0.202904E+01  0.143675E+01  -.400336E+00  0.904896E+05
     3   1 -.120186E+01  -.300000E+01  -.200000E+01  0.701115E+03
     3   2 0.152308E+01  0.200000E+01  -.200000E+01  0.142101E+05
     3   3 0.314091E+00  0.200000E+01  -.200000E+01  0.276220E+03
     3   4 0.300000E+01  -.577206E+00  -.181345E+01  0.795610E+07
     3   5 0.976250E+00  0.194340E+01  -.200000E+01  0.473521E+03
     3   6 0.159434E+01  0.329160E-01  -.185745E+01  0.207373E+05
     3   7 0.661818E+00  -.500000E+00  -.845077E+00  0.129992E+03
     3   8 0.266759E+01  -.404211E-01  -.165466E+01  0.158659E+07
     3   9 -.197429E+01  0.200000E+01  -.200000E+01  0.523506E+03
     3  10 0.130465E+01  0.964903E+00  -.410200E+00  0.210505E+04
     3  11 0.115073E+01  0.164201E+00  -.200000E+01  0.157683E+04
     3  12 0.252583E+01  0.840199E+00  -.200000E+01  0.132397E+07
     3  13 0.209612E+00  0.200000E+01  -.162415E+01  0.317379E+03
     3  14 0.152162E+01  0.128315E+01  -.101708E+01  0.109365E+05
     3  15 0.142545E+01  -.238853E+00  -.139623E+01  0.817258E+04
     3  16 0.692376E+00  0.555462E+00  -.181353E+01  0.134802E+03
     3  17 0.159687E+00  -.189513E+00  -.200000E+01  0.333911E+03
     3  18 0.127022E+01  -.226153E+00  -.139690E+01  0.333190E+04
     3  19 0.300000E+01  0.356438E+00  -.140887E+01  0.789865E+07
     3  20 0.480465E+00  0.116111E+00  -.200000E+01  0.200940E+03
     3  21 0.100599E+01  -.642393E+00  -.632873E+00  0.338439E+03
     3  22 -.200000E+01  0.132185E+01  -.200000E+01  0.524107E+03
     3  23 0.298650E-01  -.112121E+00  -.155419E+01  0.370720E+03
     3  24 -.229969E+00  -.223348E-01  -.185543E+01  0.414893E+03
     3  25 0.156901E+01  -.624671E+00  -.185179E+01  0.180538E+05
     3  26 0.596282E+00  -.213925E+01  -.153841E+01  0.953361E+02
     3  27 0.500000E+00  0.409189E+00  -.200000E+01  0.192319E+03
     3  28 -.173801E+01  -.500000E+00  -.193675E+01  0.517472E+03
     3  29 0.445404E+00  -.826719E-02  -.200000E+01  0.216763E+03
     3  30 0.225967E+01  0.103000E+00  -.200000E+01  0.516838E+06
     3  31 0.535805E-01  0.771677E+00  -.141100E+01  0.365267E+03
     3  32 -.129843E+01  0.100902E+01  -.138803E+01  0.494269E+03
     3  33 0.105269E+00  0.110370E+01  -.117444E+01  0.351246E+03
     3  34 0.631506E+00  -.183527E+00  -.109906E+01  0.142666E+03
     3  35 -.176575E+01  0.200000E+01  -.137303E+01  0.517627E+03
     3  36 0.285126E+01  0.362186E+00  -.173081E+01  0.429406E+07
     3  37 -.793925E+00  0.116900E+01  -.189618E+01  0.457054E+03
     3  38 -.693415E+00  -.235264E+00  -.200000E+01  0.450038E+03
     3  39 -.140926E+01  0.179586E+01  -.200000E+01  0.501189E+03
     3  40 0.382852E+00  0.124620E+01  -.158788E+01  0.245939E+03
