 0.719339E+00 -.270253E+01 -.187645E+01 0.374097E+02
 0.746092E+00 -.233222E+01 -.136052E+01 0.333254E+02
 0.755454E+00 -.266529E+01 -.179078E+01 0.322989E+02
 0.750345E+00 -.207538E+01 -.117707E+01 0.395907E+02
 0.811125E+00 -.271732E+01 -.200000E+01 0.386028E+02
 0.708449E+00 -.249694E+01 -.178171E+01 0.397040E+02
 0.734109E+00 -.253048E+01 -.182136E+01 0.353726E+02
 0.757206E+00 -.253886E+01 -.181703E+01 0.342098E+02
 0.824967E+00 -.268852E+01 -.166456E+01 0.425750E+02
 0.742259E+00 -.245813E+01 -.176597E+01 0.383494E+02
 0.757989E+00 -.266686E+01 -.164532E+01 0.337623E+02
 0.787635E+00 -.269676E+01 -.179370E+01 0.342289E+02
 0.787967E+00 -.265864E+01 -.166035E+01 0.338865E+02
 0.741257E+00 -.258356E+01 -.200000E+01 0.343160E+02
 0.740726E+00 -.270650E+01 -.181379E+01 0.350356E+02
 0.798671E+00 -.259765E+01 -.189987E+01 0.377069E+02
 0.798462E+00 -.274006E+01 -.167198E+01 0.407427E+02
 0.713631E+00 -.246429E+01 -.183114E+01 0.414301E+02
 0.760780E+00 -.259595E+01 -.182638E+01 0.322847E+02
 0.720394E+00 -.249548E+01 -.174587E+01 0.374729E+02
 0.715681E+00 -.273025E+01 -.182593E+01 0.406101E+02
 0.771265E+00 -.270346E+01 -.177369E+01 0.337238E+02
 0.734484E+00 -.247473E+01 -.132994E+01 0.329967E+02
 0.748383E+00 -.262199E+01 -.177783E+01 0.320201E+02
 0.699537E+00 -.266553E+01 -.200000E+01 0.397358E+02
 0.768735E+00 -.235012E+01 -.154722E+01 0.413307E+02
 0.780221E+00 -.270584E+01 -.200000E+01 0.332406E+02
 0.737637E+00 -.214028E+01 -.111527E+01 0.305827E+02
 0.746347E+00 -.255755E+01 -.197868E+01 0.351400E+02
 0.716700E+00 -.258269E+01 -.144903E+01 0.383417E+02
 0.817115E+00 -.260874E+01 -.187429E+01 0.421485E+02
 0.789397E+00 -.256615E+01 -.200000E+01 0.389061E+02
 0.742762E+00 -.252453E+01 -.135058E+01 0.346273E+02
 0.788999E+00 -.249202E+01 -.181342E+01 0.409058E+02
 0.762648E+00 -.253243E+01 -.200000E+01 0.373226E+02
 0.772150E+00 -.253319E+01 -.145494E+01 0.307907E+02
 0.690436E+00 -.258774E+01 -.189390E+01 0.415576E+02
 0.811747E+00 -.235974E+01 -.134292E+01 0.363647E+02
 0.733350E+00 -.128035E+01 -.708793E+00 0.359352E+02
 0.734071E+00 -.219547E+01 -.120166E+01 0.337848E+02
 0.743036E+00 -.255805E+01 -.186690E+01 0.341471E+02
 0.733791E+00 -.211576E+01 -.110831E+01 0.317599E+02
 0.760141E+00 -.246712E+01 -.128604E+01 0.331367E+02
 0.758605E+00 -.212230E+01 -.125056E+01 0.425140E+02
 0.813935E+00 -.233898E+01 -.129366E+01 0.354109E+02
 0.795464E+00 -.240134E+01 -.157001E+01 0.419905E+02
 0.809451E+00 -.261226E+01 -.170765E+01 0.372459E+02
 0.757509E+00 -.209127E+01 -.114097E+01 0.336052E+02
 0.786281E+00 -.237607E+01 -.136725E+01 0.321770E+02
 0.707347E+00 -.209393E+01 -.102331E+01 0.346423E+02
 0.807080E+00 -.279690E+01 -.190034E+01 0.416648E+02
 0.709326E+00 -.180638E+01 -.874562E+00 0.349541E+02
 0.728672E+00 -.250276E+01 -.166448E+01 0.349406E+02
 0.786881E+00 -.252047E+01 -.200000E+01 0.418000E+02
 0.773508E+00 -.257139E+01 -.151733E+01 0.313286E+02
 0.694127E+00 -.261936E+01 -.191209E+01 0.405565E+02
 0.732905E+00 -.219013E+01 -.108467E+01 0.308180E+02
 0.764109E+00 -.265276E+01 -.200000E+01 0.323060E+02
 0.739096E+00 -.238044E+01 -.138997E+01 0.326313E+02
