     1  0.582333E+00  0.331068E+00  -.180664E+01  0.159046E+03
     2  0.695865E+00  0.234918E+00  -.200000E+01  0.134579E+03
     3  0.596282E+00  -.213925E+01  -.153841E+01  0.953361E+02
     5  0.648493E+00  -.247220E+01  -.172713E+01  0.558968E+02
    13  0.719339E+00  -.270253E+01  -.187645E+01  0.374097E+02
    21  0.746092E+00  -.233222E+01  -.136052E+01  0.333254E+02
    22  0.755454E+00  -.266529E+01  -.179078E+01  0.322989E+02
    47  0.760780E+00  -.259595E+01  -.182638E+01  0.322847E+02
    53  0.748383E+00  -.262199E+01  -.177783E+01  0.320201E+02
    57  0.737637E+00  -.214028E+01  -.111527E+01  0.305827E+02
   163  0.759640E+00  -.218621E+01  -.111931E+01  0.281319E+02
   233  0.767544E+00  -.221013E+01  -.113908E+01  0.281257E+02
   299  0.769773E+00  -.209591E+01  -.106801E+01  0.280552E+02
   360  0.760286E+00  -.210778E+01  -.106771E+01  0.280376E+02
   362  0.761007E+00  -.210751E+01  -.106772E+01  0.280265E+02
   364  0.764189E+00  -.209978E+01  -.106773E+01  0.279973E+02
   447  0.764112E+00  -.210288E+01  -.106777E+01  0.279961E+02
   482  0.765086E+00  -.209416E+01  -.106508E+01  0.279933E+02
   484  0.765542E+00  -.209163E+01  -.106248E+01  0.279909E+02
   491  0.764768E+00  -.209459E+01  -.106296E+01  0.279869E+02
   532  0.764847E+00  -.209387E+01  -.106311E+01  0.279866E+02
   534  0.764708E+00  -.209467E+01  -.106312E+01  0.279861E+02
   556  0.764610E+00  -.209506E+01  -.106341E+01  0.279857E+02
   571  0.764533E+00  -.209526E+01  -.106334E+01  0.279857E+02
   573  0.764526E+00  -.209531E+01  -.106348E+01  0.279856E+02
   585  0.764507E+00  -.209544E+01  -.106342E+01  0.279856E+02
   587  0.764422E+00  -.209504E+01  -.106347E+01  0.279856E+02
   592  0.764523E+00  -.209558E+01  -.106423E+01  0.279856E+02
   593  0.764434E+00  -.209531E+01  -.106375E+01  0.279855E+02
   594  0.764538E+00  -.209567E+01  -.106383E+01  0.279854E+02
   601  0.764529E+00  -.209582E+01  -.106374E+01  0.279854E+02
   602  0.764499E+00  -.209585E+01  -.106378E+01  0.279854E+02
   603  0.764473E+00  -.209587E+01  -.106381E+01  0.279854E+02
   606  0.764509E+00  -.209587E+01  -.106378E+01  0.279853E+02
   609  0.764533E+00  -.209587E+01  -.106378E+01  0.279853E+02
   610  0.764529E+00  -.209588E+01  -.106380E+01  0.279853E+02
   611  0.764526E+00  -.209588E+01  -.106382E+01  0.279853E+02
   612  0.764524E+00  -.209589E+01  -.106384E+01  0.279853E+02
   613  0.764521E+00  -.209589E+01  -.106386E+01  0.279853E+02
   614  0.764519E+00  -.209590E+01  -.106387E+01  0.279853E+02
   615  0.764518E+00  -.209590E+01  -.106388E+01  0.279853E+02
   616  0.764516E+00  -.209590E+01  -.106389E+01  0.279853E+02
   617  0.764515E+00  -.209590E+01  -.106390E+01  0.279853E+02
   618  0.764514E+00  -.209591E+01  -.106390E+01  0.279853E+02
   622  0.764516E+00  -.209591E+01  -.106390E+01  0.279853E+02
   623  0.764517E+00  -.209591E+01  -.106391E+01  0.279853E+02
   624  0.764518E+00  -.209591E+01  -.106392E+01  0.279853E+02
   626  0.764518E+00  -.209591E+01  -.106391E+01  0.279853E+02
   627  0.764517E+00  -.209591E+01  -.106391E+01  0.279853E+02
   628  0.764660E+00  -.209178E+01  -.105457E+01  0.279791E+02
   678  0.764732E+00  -.209177E+01  -.105492E+01  0.279753E+02
   717  0.764628E+00  -.209175E+01  -.105490E+01  0.279749E+02
   721  0.764563E+00  -.209188E+01  -.105502E+01  0.279735E+02
   763  0.764582E+00  -.209191E+01  -.105504E+01  0.279735E+02
   766  0.764655E+00  -.209190E+01  -.105515E+01  0.279726E+02
   768  0.764628E+00  -.209190E+01  -.105516E+01  0.279723E+02
   776  0.764600E+00  -.209189E+01  -.105516E+01  0.279721E+02
   781  0.764599E+00  -.209190E+01  -.105518E+01  0.279719E+02
   813  0.764615E+00  -.209187E+01  -.105519E+01  0.279719E+02
   814  0.764600E+00  -.209188E+01  -.105519E+01  0.279718E+02
   838  0.764601E+00  -.209188E+01  -.105519E+01  0.279718E+02
   840  0.764601E+00  -.209188E+01  -.105519E+01  0.279718E+02
   842  0.764602E+00  -.209188E+01  -.105519E+01  0.279718E+02
   867  0.764602E+00  -.209188E+01  -.105519E+01  0.279718E+02
