      300.00        2.19
      330.00        2.19
      360.00        2.19
      390.00        2.19
      420.00        2.19
      450.00        2.19
      480.00        2.19
      510.00        2.19
      540.00        2.19
      570.00        2.19
      600.00        2.19
      630.00        2.19
      660.00        2.19
      720.00        2.19
      780.00        2.19
