     1  0.152642E+00  -.452195E+00  0.909993E+02
     2  0.255538E+00  0.874620E-01  0.665010E+02
     3  0.395694E+00  0.525659E+00  0.369077E+02
     6  0.313033E+00  0.536821E+00  0.320262E+02
