    1   300.00  0.687760E+01  0.715389E+01  0.715383E+01  0.715396E+01
    1   315.00  0.720640E+01  0.715992E+01  0.715981E+01  0.716003E+01
    1   345.00  0.726880E+01  0.718179E+01  0.718125E+01  0.718234E+01
    1   375.00  0.750400E+01  0.723046E+01  0.722898E+01  0.723195E+01
    1   405.00  0.781270E+01  0.736379E+01  0.735988E+01  0.736769E+01
    1   435.00  0.823390E+01  0.773385E+01  0.772886E+01  0.773883E+01
    1   465.00  0.856340E+01  0.868559E+01  0.865552E+01  0.871567E+01
    1   495.00  0.922810E+01  0.105943E+02  0.104928E+02  0.106958E+02
    1   525.00  0.120263E+02  0.131832E+02  0.128811E+02  0.134853E+02
    1   555.00  0.166582E+02  0.155195E+02  0.149898E+02  0.160492E+02
    1   585.00  0.174349E+02  0.170859E+02  0.164313E+02  0.177406E+02
    1   615.00  0.179397E+02  0.179808E+02  0.172915E+02  0.186701E+02
    1   645.00  0.182462E+02  0.184566E+02  0.177728E+02  0.191404E+02
    1   675.00  0.184461E+02  0.187059E+02  0.180414E+02  0.193705E+02
    1   735.00  0.186137E+02  0.188993E+02  0.180920E+02  0.197066E+02
    1   795.00  0.187503E+02  0.189485E+02  0.173175E+02  0.205795E+02
    1   555.00  0.670000E+02  0.121773E+03  0.110651E+03  0.132895E+03
    1   615.00  0.126000E+03  0.158533E+03  0.143995E+03  0.173072E+03
    1   675.00  0.206000E+03  0.198812E+03  0.180535E+03  0.217088E+03
    1   735.00  0.256000E+03  0.240210E+03  0.218137E+03  0.262282E+03
    1   795.00  0.305000E+03  0.281935E+03  0.255230E+03  0.308640E+03
