     1  0.407158E+00  0.139882E+01  -.312891E+00  0.132601E+03
     2  0.614888E+00  0.626545E+00  -.100000E+01  0.102283E+03
     3  0.550710E+00  0.000000E+00  -.300990E+00  0.487761E+02
     4  0.573685E+00  0.000000E+00  -.340554E+00  0.289814E+02
     7  0.632231E+00  0.193601E+01  -.127092E+00  0.288944E+02
    17  0.628185E+00  0.157851E+01  -.173066E+00  0.270346E+02
    19  0.637628E+00  0.812999E+00  -.265381E+00  0.262378E+02
    26  0.620466E+00  0.720328E+00  -.278146E+00  0.232438E+02
    52  0.607598E+00  0.454827E+00  -.301423E+00  0.224271E+02
   193  0.609760E+00  0.198897E+00  -.346840E+00  0.216501E+02
   257  0.610095E+00  0.223269E+00  -.345893E+00  0.214661E+02
   266  0.609563E+00  -.138667E+00  -.415516E+00  0.209239E+02
   277  0.612542E+00  -.139574E+00  -.417281E+00  0.208724E+02
   290  0.612586E+00  -.141865E+00  -.418290E+00  0.208492E+02
   354  0.612687E+00  -.145171E+00  -.420564E+00  0.208293E+02
   426  0.612392E+00  -.175221E+00  -.426018E+00  0.208174E+02
   463  0.613938E+00  -.168307E+00  -.425684E+00  0.208060E+02
   464  0.614172E+00  -.168475E+00  -.426354E+00  0.207996E+02
   465  0.614373E+00  -.168619E+00  -.426929E+00  0.207989E+02
   493  0.613088E+00  -.247193E+00  -.444402E+00  0.207924E+02
   514  0.613829E+00  -.248723E+00  -.445260E+00  0.207863E+02
   554  0.614764E+00  -.247575E+00  -.445587E+00  0.207842E+02
   559  0.614059E+00  -.247860E+00  -.444864E+00  0.207778E+02
   571  0.615296E+00  -.248132E+00  -.445446E+00  0.207737E+02
   582  0.615151E+00  -.248181E+00  -.445405E+00  0.207737E+02
   586  0.615161E+00  -.249709E+00  -.445811E+00  0.207734E+02
   588  0.615120E+00  -.251322E+00  -.445918E+00  0.207681E+02
   602  0.615122E+00  -.252279E+00  -.445986E+00  0.207674E+02
   616  0.615220E+00  -.252762E+00  -.446138E+00  0.207668E+02
   619  0.615602E+00  -.252638E+00  -.446134E+00  0.207659E+02
   631  0.615587E+00  -.252704E+00  -.446138E+00  0.207658E+02
   646  0.615588E+00  -.252948E+00  -.446172E+00  0.207658E+02
   652  0.615586E+00  -.252926E+00  -.446159E+00  0.207658E+02
   662  0.615587E+00  -.252887E+00  -.446142E+00  0.207658E+02
   668  0.615581E+00  -.252879E+00  -.446141E+00  0.207658E+02
   672  0.615581E+00  -.252886E+00  -.446141E+00  0.207658E+02
   675  0.615581E+00  -.252901E+00  -.446140E+00  0.207658E+02
   682  0.615555E+00  -.255793E+00  -.446828E+00  0.207645E+02
   702  0.615555E+00  -.256270E+00  -.446859E+00  0.207643E+02
   704  0.615542E+00  -.256250E+00  -.446857E+00  0.207643E+02
   710  0.615594E+00  -.258917E+00  -.447927E+00  0.207630E+02
   732  0.615477E+00  -.259263E+00  -.447888E+00  0.207626E+02
   744  0.614842E+00  -.262174E+00  -.447895E+00  0.207622E+02
   748  0.615038E+00  -.261083E+00  -.447841E+00  0.207619E+02
   779  0.615203E+00  -.260853E+00  -.447905E+00  0.207618E+02
   788  0.615331E+00  -.260856E+00  -.447982E+00  0.207618E+02
   790  0.615291E+00  -.261232E+00  -.447996E+00  0.207616E+02
   806  0.615324E+00  -.261234E+00  -.448012E+00  0.207616E+02
   807  0.615320E+00  -.261296E+00  -.448016E+00  0.207616E+02
   809  0.615319E+00  -.261329E+00  -.448020E+00  0.207615E+02
   811  0.615320E+00  -.261327E+00  -.448020E+00  0.207615E+02
   814  0.615320E+00  -.261328E+00  -.448020E+00  0.207615E+02
   817  0.615320E+00  -.261329E+00  -.448020E+00  0.207615E+02
   818  0.615320E+00  -.261332E+00  -.448020E+00  0.207615E+02
   820  0.615320E+00  -.261332E+00  -.448020E+00  0.207615E+02
   859  0.615320E+00  -.261332E+00  -.448020E+00  0.207615E+02
   879  0.615320E+00  -.261332E+00  -.448020E+00  0.207615E+02
   882  0.615318E+00  -.261343E+00  -.448020E+00  0.207615E+02
   898  0.615316E+00  -.261351E+00  -.448020E+00  0.207615E+02
   920  0.615316E+00  -.261350E+00  -.448020E+00  0.207615E+02
   928  0.615347E+00  -.262879E+00  -.448249E+00  0.207614E+02
   930  0.615263E+00  -.263188E+00  -.448230E+00  0.207613E+02
   948  0.615285E+00  -.263287E+00  -.448252E+00  0.207613E+02
   975  0.615285E+00  -.263286E+00  -.448252E+00  0.207613E+02
   984  0.615286E+00  -.263284E+00  -.448252E+00  0.207613E+02
   990  0.615284E+00  -.263337E+00  -.448256E+00  0.207613E+02
   997  0.615283E+00  -.263328E+00  -.448255E+00  0.207613E+02
