     1   1 0.193997E+02  -.162550E+00  -.419468E+01  -.181318E+01  -.250000E+01
     1   2 0.135193E+04  -.852241E+00  -.352707E+01  -.136944E+01  -.263440E+01
     1   3 0.232975E+04  -.144497E+01  -.461871E+01  -.164704E+01  -.261183E+01
     1   4 0.225275E+03  -.737899E+00  -.373647E+01  -.122971E+01  -.169219E+01
     1   5 0.739568E+03  -.637441E+00  -.443518E+01  -.180313E+01  -.262744E+01
     1   6 0.259110E+04  -.198094E+01  -.350540E+01  -.196402E+01  -.190572E+01
     1   7 0.459310E+03  -.466701E+00  -.480365E+01  -.215829E+01  -.185150E+01
     1   8 0.262706E+04  -.176312E+01  -.438407E+01  -.156461E+01  -.268449E+01
     1   9 0.196524E+04  -.196734E+01  -.411621E+01  -.122511E+01  -.190623E+01
     1  10 0.205954E+04  -.104379E+01  -.481968E+01  -.201589E+01  -.283570E+01
     1  11 0.273904E+04  -.181576E+01  -.407553E+01  -.193037E+01  -.267319E+01
     1  12 0.701222E+03  -.310935E+00  -.487704E+01  -.219785E+01  -.268262E+01
     1  13 0.720120E+03  -.139912E-01  -.489355E+01  -.154747E+01  -.233374E+01
     1  14 0.225363E+04  -.156375E+01  -.379855E+01  -.160365E+01  -.218866E+01
     1  15 0.196596E+04  -.758220E+00  -.361933E+01  -.222610E+01  -.265093E+01
     1  16 0.279836E+04  -.194298E+01  -.386777E+01  -.155688E+01  -.267299E+01
     1  17 0.143657E+04  -.110848E+01  -.480333E+01  -.163965E+01  -.210295E+01
     1  18 0.210493E+04  -.152091E+01  -.379715E+01  -.142615E+01  -.213298E+01
     1  19 0.982129E+03  -.679636E+00  -.369704E+01  -.193178E+01  -.217814E+01
     1  20 0.784924E+02  -.199095E+01  -.459691E+01  -.212778E+01  -.122235E+01
     1  21 0.547162E+03  -.135651E+01  -.400186E+01  -.119726E+01  -.149334E+01
     1  22 0.268364E+04  -.478091E+00  -.398714E+01  -.121597E+01  -.112677E+01
     1  23 0.223566E+04  -.165578E+01  -.439001E+01  -.194229E+01  -.213307E+01
     1  24 0.204865E+04  -.108270E+01  -.395664E+01  -.205347E+01  -.249789E+01
     1  25 0.202690E+03  -.312703E+00  -.419130E+01  -.113237E+01  -.239496E+01
     1  26 0.433734E+02  -.250731E+00  -.416121E+01  -.183167E+01  -.266510E+01
     1  27 0.594446E+03  -.613714E+00  -.383370E+01  -.178391E+01  -.228212E+01
     1  28 0.249848E+04  -.185229E+01  -.366235E+01  -.156383E+01  -.210028E+01
     1  29 0.194595E+03  -.127028E+01  -.493616E+01  -.131283E+01  -.136174E+01
     1  30 0.220452E+04  -.172477E+01  -.446437E+01  -.156469E+01  -.213225E+01
     1  31 0.704928E+03  -.137810E+01  -.431637E+01  -.199421E+01  -.151036E+01
     1  32 0.531915E+02  -.211902E+00  -.463783E+01  -.170056E+01  -.233571E+01
     1  33 0.613961E+02  -.170124E+01  -.478236E+01  -.122931E+01  -.120989E+01
     1  34 0.450223E+03  -.189555E+01  -.392366E+01  -.136495E+01  -.135439E+01
     1  35 0.111348E+04  -.114961E+01  -.429883E+01  -.125064E+01  -.192832E+01
     1  36 0.760991E+02  -.953003E+00  -.450022E+01  -.189404E+01  -.121029E+01
     1  37 0.962911E+03  -.116008E+01  -.454384E+01  -.123524E+01  -.181290E+01
     1  38 0.134853E+04  -.171717E+01  -.483936E+01  -.150714E+01  -.167992E+01
     1  39 0.193238E+04  -.114474E+01  -.453868E+01  -.168921E+01  -.281382E+01
     1  40 0.496151E+02  -.449074E+00  -.390945E+01  -.149201E+01  -.191840E+01
     1  41 0.171844E+04  -.102433E+01  -.410986E+01  -.179526E+01  -.264503E+01
     1  42 0.317989E+02  -.306332E+00  -.443824E+01  -.169772E+01  -.268062E+01
     1  43 0.874212E+03  -.155232E+01  -.487614E+01  -.141303E+01  -.154927E+01
     1  44 0.688705E+02  -.119688E+00  -.415143E+01  -.200410E+01  -.285616E+01
     1  45 0.106752E+04  -.177496E+00  -.377566E+01  -.190197E+01  -.133503E+01
     1  46 0.206606E+04  -.166311E+01  -.473323E+01  -.169178E+01  -.203683E+01
     1  47 0.187208E+03  -.449873E+00  -.498731E+01  -.198814E+01  -.178911E+01
     1  48 0.170619E+03  -.134181E+00  -.372462E+01  -.175333E+01  -.246960E+01
     1  49 0.389298E+04  -.247228E+00  -.361454E+01  -.186231E+01  -.106730E+01
     1  50 0.254852E+04  -.129870E+01  -.467818E+01  -.214517E+01  -.296875E+01
     1  51 0.841636E+02  -.318870E+00  -.477984E+01  -.135678E+01  -.264088E+01
     1  52 0.159626E+04  -.678257E+00  -.472724E+01  -.228128E+01  -.101102E+01
     1  53 0.495843E+03  -.814954E+00  -.461802E+01  -.134091E+01  -.198842E+01
     1  54 0.500727E+03  -.147894E+01  -.386538E+01  -.124416E+01  -.142154E+01
     1  55 0.370934E+02  -.258254E+00  -.393042E+01  -.202408E+01  -.168370E+01
     1  56 0.270742E+04  -.154793E+01  -.411950E+01  -.210086E+01  -.289383E+01
     1  57 0.163485E+03  -.830197E+00  -.472875E+01  -.174889E+01  -.150200E+01
     1  58 0.118127E+04  -.563512E+00  -.470141E+01  -.213375E+01  -.286965E+01
     1  59 0.452296E+03  -.452905E+00  -.387671E+01  -.195929E+01  -.228397E+01
     1  60 0.101898E+03  -.120738E+00  -.448088E+01  -.207611E+01  -.157686E+01
     1  61 0.256294E+03  -.138768E+00  -.436678E+01  -.216912E+01  -.239271E+01
     1  62 0.322867E+03  -.196625E+01  -.415133E+01  -.220998E+01  -.134010E+01
     1  63 0.108010E+04  -.501401E+00  -.430342E+01  -.111862E+01  -.129237E+01
     1  64 0.135071E+04  -.627106E+00  -.499145E+01  -.219491E+01  -.249521E+01
     1  65 0.269816E+04  -.172359E+01  -.467152E+01  -.183616E+01  -.275700E+01
     1  66 0.317865E+04  -.195221E+01  -.355466E+01  -.167617E+01  -.259289E+01
     1  67 0.589669E+03  -.661464E+00  -.491817E+01  -.160146E+01  -.266161E+01
     1  68 0.340703E+04  -.191020E+00  -.375946E+01  -.145615E+01  -.123804E+01
     1  69 0.300311E+04  -.180868E+01  -.364195E+01  -.218564E+01  -.253476E+01
     1  70 0.242929E+04  -.136985E+01  -.411677E+01  -.195924E+01  -.270701E+01
     1  71 0.382612E+04  -.360457E+00  -.413833E+01  -.137990E+01  -.110047E+01
     1  72 0.277299E+04  -.208139E+00  -.488526E+01  -.163131E+01  -.121148E+01
     1  73 0.417549E+02  -.842084E+00  -.447629E+01  -.185712E+01  -.135942E+01
     1  74 0.218499E+04  -.166465E+01  -.472323E+01  -.159917E+01  -.213937E+01
     1  75 0.137760E+04  -.478603E-01  -.362384E+01  -.113319E+01  -.299448E+01
     1  76 0.321857E+04  -.646643E+00  -.487587E+01  -.111060E+01  -.101233E+01
     1  77 0.811989E+03  -.112250E+01  -.353805E+01  -.142061E+01  -.150616E+01
     1  78 0.866466E+03  -.852529E+00  -.497411E+01  -.143429E+01  -.233089E+01
     1  79 0.815508E+03  -.301262E-01  -.426830E+01  -.143475E+01  -.256512E+01
     1  80 0.127998E+04  -.261577E-01  -.435443E+01  -.180647E+01  -.146374E+01
     1  81 0.223311E+03  -.761107E+00  -.368070E+01  -.143927E+01  -.139245E+01
     1  82 0.362634E+04  -.981719E-01  -.369832E+01  -.122174E+01  -.137430E+01
     1  83 0.191329E+04  -.111977E+01  -.450455E+01  -.213241E+01  -.218873E+01
     1  84 0.142703E+03  -.409486E+00  -.452192E+01  -.173790E+01  -.150326E+01
     1  85 0.317465E+04  -.199970E+01  -.360408E+01  -.139434E+01  -.292426E+01
     1  86 0.141912E+03  -.882260E+00  -.406467E+01  -.227187E+01  -.136184E+01
     1  87 0.206521E+03  -.177901E+00  -.397027E+01  -.208064E+01  -.257558E+01
     1  88 0.188647E+04  -.128075E+01  -.404835E+01  -.110482E+01  -.260290E+01
     1  89 0.246488E+03  -.107987E+01  -.370869E+01  -.203160E+01  -.129610E+01
     1  90 0.147500E+04  -.153560E+01  -.438992E+01  -.168445E+01  -.177811E+01
     1  91 0.108728E+04  -.131329E+01  -.396765E+01  -.137661E+01  -.172574E+01
     1  92 0.130577E+04  -.106294E+01  -.399485E+01  -.116202E+01  -.236840E+01
     1  93 0.132928E+03  -.657528E+00  -.388686E+01  -.120845E+01  -.145284E+01
     1  94 0.573555E+03  -.210207E+00  -.431742E+01  -.178406E+01  -.148415E+01
     1  95 0.292905E+04  -.192505E+01  -.488864E+01  -.225697E+01  -.295675E+01
     1  96 0.264860E+04  -.175276E+01  -.400879E+01  -.216081E+01  -.244272E+01
     1  97 0.498165E+03  -.164508E+01  -.437385E+01  -.128098E+01  -.101563E+01
     1  98 0.248844E+03  -.112172E+01  -.462438E+01  -.200541E+01  -.138870E+01
     1  99 0.220854E+04  -.700852E+00  -.384561E+01  -.186619E+01  -.100242E+01
     1 100 0.348353E+03  -.215232E+00  -.367465E+01  -.145328E+01  -.254878E+01
     1 101 0.205864E+04  -.132541E+01  -.415022E+01  -.110995E+01  -.296083E+01
     1 102 0.223826E+04  -.188543E+01  -.449759E+01  -.196629E+01  -.205637E+01
     1 103 0.249114E+04  -.159466E+01  -.385804E+01  -.228340E+01  -.224232E+01
     1 104 0.295710E+02  -.345301E+00  -.436531E+01  -.209558E+01  -.157916E+01
     1 105 0.946875E+02  -.792996E+00  -.395083E+01  -.214787E+01  -.135761E+01
     1 106 0.265781E+04  -.189228E+01  -.378619E+01  -.122517E+01  -.241650E+01
     1 107 0.690837E+03  -.192813E+00  -.401845E+01  -.217066E+01  -.124790E+01
     1 108 0.163187E+04  -.116903E+01  -.492687E+01  -.145185E+01  -.230870E+01
     1 109 0.233586E+03  -.775092E-01  -.496216E+01  -.215215E+01  -.281975E+01
     1 110 0.342595E+02  -.851010E+00  -.472480E+01  -.124595E+01  -.137129E+01
     1 111 0.340393E+03  -.657589E+00  -.392831E+01  -.113125E+01  -.291296E+01
     1 112 0.293358E+03  -.109187E+01  -.374855E+01  -.112001E+01  -.143067E+01
     1 113 0.226131E+04  -.143250E+01  -.448597E+01  -.146646E+01  -.266345E+01
     1 114 0.669917E+03  -.899350E+00  -.475655E+01  -.215319E+01  -.161559E+01
     1 115 0.222015E+04  -.163442E+01  -.485982E+01  -.138288E+01  -.222965E+01
     1 116 0.373287E+04  -.218178E-01  -.480542E+01  -.167779E+01  -.123576E+01
     1 117 0.173634E+04  -.194652E+01  -.441849E+01  -.138895E+01  -.179975E+01
     1 118 0.194672E+04  -.114609E+01  -.401079E+01  -.172269E+01  -.272517E+01
     1 119 0.231846E+04  -.144147E+01  -.493714E+01  -.191932E+01  -.236889E+01
     1 120 0.104968E+04  -.935474E+00  -.444825E+01  -.137788E+01  -.236173E+01
     1 121 0.252209E+04  -.154173E+01  -.493776E+01  -.198803E+01  -.250673E+01
     1 122 0.164542E+03  -.169093E+01  -.390593E+01  -.148084E+01  -.109896E+01
     1 123 0.232535E+04  -.137840E+01  -.374118E+01  -.190392E+01  -.229814E+01
     1 124 0.138837E+04  -.923513E+00  -.413350E+01  -.183158E+01  -.234301E+01
     1 125 0.194292E+04  -.969340E+00  -.408349E+01  -.216168E+01  -.247142E+01
     1 126 0.507848E+03  -.494629E+00  -.351442E+01  -.154060E+01  -.231314E+01
     1 127 0.253665E+03  -.248399E+00  -.479671E+01  -.127311E+01  -.269126E+01
     1 128 0.244394E+02  -.415529E+00  -.429453E+01  -.201861E+01  -.156019E+01
     1 129 0.123253E+04  -.563470E+00  -.452719E+01  -.215719E+01  -.293928E+01
     1 130 0.101611E+04  -.144031E+01  -.444069E+01  -.148147E+01  -.163725E+01
     1 131 0.112371E+04  -.109673E+01  -.425866E+01  -.176487E+01  -.184412E+01
     1 132 0.740644E+03  -.132227E+00  -.432693E+01  -.148273E+01  -.186567E+01
     1 133 0.742508E+02  -.483729E+00  -.460186E+01  -.165639E+01  -.194809E+01
     1 134 0.766848E+03  -.702755E+00  -.377827E+01  -.174829E+01  -.221209E+01
     1 135 0.282468E+04  -.823724E-02  -.425962E+01  -.152794E+01  -.141890E+01
     1 136 0.249567E+04  -.169203E+00  -.445243E+01  -.165277E+01  -.125665E+01
     1 137 0.257951E+04  -.192968E+01  -.429777E+01  -.120968E+01  -.246046E+01
     1 138 0.774781E+03  -.293382E+00  -.454798E+01  -.145103E+01  -.152357E+01
     1 139 0.100687E+04  -.833244E+00  -.361877E+01  -.125576E+01  -.113545E+01
     1 140 0.688214E+03  -.165027E+00  -.426181E+01  -.110406E+01  -.259204E+01
     1 141 0.241576E+04  -.176060E+01  -.383358E+01  -.171335E+01  -.219804E+01
     1 142 0.200581E+04  -.120420E+01  -.481470E+01  -.170004E+01  -.262254E+01
     1 143 0.244198E+04  -.165780E+01  -.431482E+01  -.119513E+01  -.259788E+01
     1 144 0.167034E+04  -.113481E+01  -.467090E+01  -.124707E+01  -.284480E+01
     1 145 0.259384E+04  -.144624E+01  -.361651E+01  -.126905E+01  -.281632E+01
     1 146 0.132472E+04  -.128486E+01  -.449730E+01  -.130384E+01  -.189714E+01
     1 147 0.444550E+02  -.114205E+00  -.438139E+01  -.225665E+01  -.167375E+01
     1 148 0.119600E+04  -.710788E+00  -.477211E+01  -.200820E+01  -.244981E+01
     1 149 0.854886E+02  -.369557E-01  -.449329E+01  -.190740E+01  -.211511E+01
     1 150 0.260995E+04  -.198211E+01  -.431489E+01  -.172181E+01  -.239549E+01
     2   1 0.152475E+04  0.000000E+00  -.361972E+01  -.129631E+01  -.237884E+01
     2   2 0.333311E+03  -.291436E+00  -.354022E+01  -.162594E+01  -.300000E+01
     2   3 0.224974E+04  -.200000E+01  -.481744E+01  -.152801E+01  -.205199E+01
     2   4 0.211717E+03  -.563539E+00  -.448647E+01  -.148301E+01  -.242161E+01
     2   5 0.811208E+03  -.970730E+00  -.459832E+01  -.222751E+01  -.162744E+01
     2   6 0.415519E+03  -.980942E+00  -.425540E+01  -.230000E+01  -.146376E+01
     2   7 0.310422E+02  0.000000E+00  -.432622E+01  -.206372E+01  -.244591E+01
     2   8 0.166732E+04  -.106671E+01  -.475628E+01  -.150580E+01  -.300000E+01
     2   9 0.230644E+04  -.134080E+01  -.350000E+01  -.158955E+01  -.206299E+01
     2  10 0.536041E+03  -.578686E+00  -.406968E+01  -.176425E+01  -.263638E+01
     2  11 0.713598E+03  -.815757E+00  -.475882E+01  -.144641E+01  -.221751E+01
     2  12 0.478813E+02  -.231435E+00  -.412704E+01  -.159785E+01  -.300000E+01
     2  13 0.788416E+03  -.421478E+00  -.414355E+01  -.214747E+01  -.259120E+01
     2  14 0.129822E+04  -.851848E+00  -.410503E+01  -.173237E+01  -.300000E+01
     2  15 0.150080E+04  0.000000E+00  -.350000E+01  -.162610E+01  -.176980E+01
     2  16 0.329549E+04  -.200000E+01  -.350000E+01  -.137154E+01  -.255333E+01
     2  17 0.494698E+03  -.762985E+00  -.471985E+01  -.208684E+01  -.163333E+01
     2  18 0.149940E+04  -.200000E+01  -.399228E+01  -.180792E+01  -.168813E+01
     2  19 0.412729E+03  0.000000E+00  -.432581E+01  -.230000E+01  -.300000E+01
     2  20 0.186671E+04  -.132897E+01  -.412847E+01  -.152778E+01  -.222235E+01
     2  21 0.479831E+03  -.200000E+01  -.357105E+01  -.179726E+01  -.119668E+01
     2  22 0.146459E+04  -.122909E+01  -.420186E+01  -.110000E+01  -.212677E+01
     2  23 0.966462E+03  -.765714E+00  -.485952E+01  -.211602E+01  -.188639E+01
     2  24 0.830519E+03  -.393756E+00  -.470664E+01  -.228991E+01  -.215255E+01
     2  25 0.122545E+04  0.000000E+00  -.426201E+01  -.173237E+01  -.158157E+01
     2  26 0.311935E+03  -.273160E+00  -.363324E+01  -.220135E+01  -.174941E+01
     2  27 0.326578E+02  0.000000E+00  -.458370E+01  -.201507E+01  -.277262E+01
     2  28 0.306986E+04  -.200000E+01  -.376305E+01  -.216383E+01  -.298133E+01
     2  29 0.537887E+03  -.739320E+00  -.488583E+01  -.183163E+01  -.183229E+01
     2  30 0.893552E+03  -.724767E+00  -.380006E+01  -.184650E+01  -.216441E+01
     2  31 0.417096E+03  -.378101E+00  -.392055E+01  -.200018E+01  -.251036E+01
