 -.162550E+00 -.419468E+01 -.181318E+01 -.250000E+01 0.193997E+02
 -.448644E-03 -.425954E+01 -.203823E+01 -.217106E+01 0.192792E+02
 -.237618E+00 -.412792E+01 -.179187E+01 -.244538E+01 0.177884E+02
 -.384262E+00 -.416174E+01 -.152933E+01 -.219149E+01 0.174561E+02
 -.116986E+00 -.421019E+01 -.202947E+01 -.200000E+01 0.181080E+02
 0.000000E+00 -.416968E+01 -.202279E+01 -.220963E+01 0.199180E+02
 -.500000E+00 -.428662E+01 -.133479E+01 -.196416E+01 0.198538E+02
 -.159241E+00 -.420702E+01 -.189827E+01 -.224621E+01 0.146552E+02
 -.337909E+00 -.419782E+01 -.170000E+01 -.200000E+01 0.147367E+02
 -.356731E+00 -.416208E+01 -.170000E+01 -.200000E+01 0.155936E+02
 -.351325E+00 -.414198E+01 -.170000E+01 -.196072E+01 0.156171E+02
 -.327947E+00 -.429874E+01 -.170000E+01 -.200000E+01 0.165998E+02
 -.112077E+00 -.438386E+01 -.205636E+01 -.187332E+01 0.195238E+02
 -.311548E+00 -.420610E+01 -.174686E+01 -.218834E+01 0.194386E+02
 0.000000E+00 -.409126E+01 -.200244E+01 -.247836E+01 0.196288E+02
 -.140698E+00 -.437468E+01 -.189825E+01 -.227572E+01 0.184760E+02
 -.336368E+00 -.424792E+01 -.175637E+01 -.200000E+01 0.167990E+02
 -.151534E+00 -.432796E+01 -.189230E+01 -.221539E+01 0.173264E+02
 -.321283E+00 -.414099E+01 -.169537E+01 -.217818E+01 0.161653E+02
 -.159983E+00 -.413967E+01 -.191041E+01 -.215013E+01 0.150579E+02
 -.169172E+00 -.423726E+01 -.180267E+01 -.255494E+01 0.188527E+02
 -.242161E+00 -.415162E+01 -.183345E+01 -.222112E+01 0.180312E+02
 -.177691E+00 -.425000E+01 -.186492E+01 -.222610E+01 0.151389E+02
 -.815122E-01 -.415703E+01 -.192690E+01 -.280108E+01 0.166835E+02
 -.207005E+00 -.428070E+01 -.174921E+01 -.300000E+01 0.167539E+02
 -.400506E-01 -.417215E+01 -.196576E+01 -.260167E+01 0.170401E+02
 -.179569E+00 -.412353E+01 -.196250E+01 -.200000E+01 0.172851E+02
