     1  -.162550E+00  -.419468E+01  -.181318E+01  -.250000E+01  0.193997E+02
     3  -.960612E-01  -.437205E+01  -.196238E+01  -.219522E+01  0.189416E+02
     6  -.264865E+00  -.429819E+01  -.170000E+01  -.299974E+01  0.186335E+02
     7  -.144586E+00  -.425000E+01  -.194073E+01  -.213713E+01  0.152666E+02
    11  -.249865E+00  -.422431E+01  -.186075E+01  -.200000E+01  0.143352E+02
    32  -.282013E+00  -.420807E+01  -.180682E+01  -.202169E+01  0.142538E+02
    35  -.245457E+00  -.420856E+01  -.181493E+01  -.211263E+01  0.141074E+02
    55  -.222183E+00  -.420569E+01  -.186764E+01  -.205106E+01  0.141027E+02
    62  -.243869E+00  -.420385E+01  -.183764E+01  -.206885E+01  0.140874E+02
    98  -.242125E+00  -.420410E+01  -.183755E+01  -.206373E+01  0.140562E+02
   120  -.251948E+00  -.420421E+01  -.182752E+01  -.205770E+01  0.140471E+02
   122  -.250892E+00  -.420816E+01  -.184366E+01  -.200901E+01  0.140456E+02
   128  -.266573E+00  -.421256E+01  -.183136E+01  -.198512E+01  0.140428E+02
   137  -.273049E+00  -.421389E+01  -.182895E+01  -.197751E+01  0.140404E+02
   166  -.269185E+00  -.421135E+01  -.183114E+01  -.197930E+01  0.140345E+02
   169  -.268692E+00  -.421453E+01  -.183083E+01  -.198032E+01  0.140323E+02
   172  -.263968E+00  -.420562E+01  -.182771E+01  -.200924E+01  0.140300E+02
   173  -.260605E+00  -.420547E+01  -.182970E+01  -.201542E+01  0.140293E+02
   197  -.259878E+00  -.420660E+01  -.182966E+01  -.201905E+01  0.140292E+02
   201  -.261665E+00  -.420983E+01  -.183049E+01  -.201050E+01  0.140284E+02
   202  -.261144E+00  -.420860E+01  -.183035E+01  -.201117E+01  0.140281E+02
   207  -.271107E+00  -.421080E+01  -.182678E+01  -.199004E+01  0.140243E+02
   213  -.273246E+00  -.420930E+01  -.182396E+01  -.198331E+01  0.140218E+02
   215  -.273755E+00  -.420948E+01  -.182251E+01  -.198990E+01  0.140208E+02
   220  -.272546E+00  -.420945E+01  -.182392E+01  -.198936E+01  0.140189E+02
   239  -.272404E+00  -.421008E+01  -.182401E+01  -.198909E+01  0.140185E+02
   249  -.272391E+00  -.420977E+01  -.182402E+01  -.198823E+01  0.140184E+02
