     1  0.138000E+01  -.349000E+01  -.128000E+01  -.200000E+01  0.121102E+03
     2  0.926055E+00  -.344982E+01  -.137986E+01  -.378157E+01  0.672668E+02
     4  0.135697E+01  -.340505E+01  -.169380E+01  -.349046E+01  0.558695E+02
     9  0.954683E+00  -.350183E+01  -.157918E+01  -.201340E+01  0.374251E+02
    15  0.122948E+01  -.345093E+01  -.208971E+01  -.130000E+01  0.309499E+02
    20  0.848356E+00  -.351120E+01  -.176579E+01  -.171854E+01  0.283157E+02
    41  0.807499E+00  -.343634E+01  -.163404E+01  -.175441E+01  0.235166E+02
    47  0.130644E+01  -.343737E+01  -.174862E+01  -.170253E+01  0.234881E+02
    53  0.138640E+01  -.344543E+01  -.189360E+01  -.148254E+01  0.208095E+02
    60  0.973414E+00  -.344784E+01  -.185427E+01  -.147481E+01  0.200774E+02
    68  0.795241E+00  -.345684E+01  -.177541E+01  -.157831E+01  0.182289E+02
   111  0.767335E+00  -.345728E+01  -.174318E+01  -.164112E+01  0.181683E+02
   116  0.678499E+00  -.345795E+01  -.172514E+01  -.158438E+01  0.180687E+02
   120  0.623778E+00  -.345796E+01  -.172695E+01  -.160998E+01  0.180179E+02
   122  0.582037E+00  -.346659E+01  -.167055E+01  -.168296E+01  0.177865E+02
   126  0.542473E+00  -.347052E+01  -.163920E+01  -.169154E+01  0.177185E+02
   139  0.580278E+00  -.345923E+01  -.166044E+01  -.167337E+01  0.177156E+02
   146  0.559036E+00  -.346292E+01  -.164655E+01  -.166761E+01  0.176978E+02
   147  0.578672E+00  -.346921E+01  -.166684E+01  -.164821E+01  0.176904E+02
   152  0.585037E+00  -.346941E+01  -.166563E+01  -.166934E+01  0.176811E+02
   168  0.582055E+00  -.346902E+01  -.166283E+01  -.166432E+01  0.176631E+02
   172  0.577123E+00  -.346507E+01  -.167032E+01  -.166488E+01  0.176626E+02
   174  0.571805E+00  -.346590E+01  -.166760E+01  -.165985E+01  0.176475E+02
   177  0.576762E+00  -.346316E+01  -.166127E+01  -.167150E+01  0.176464E+02
   182  0.576588E+00  -.346353E+01  -.166045E+01  -.167281E+01  0.176451E+02
   183  0.575059E+00  -.346331E+01  -.165967E+01  -.166782E+01  0.176406E+02
   185  0.604714E+00  -.346235E+01  -.168182E+01  -.165277E+01  0.176311E+02
   188  0.603951E+00  -.346223E+01  -.168150E+01  -.164770E+01  0.176310E+02
   191  0.607162E+00  -.346198E+01  -.168217E+01  -.165065E+01  0.176301E+02
   197  0.602112E+00  -.346289E+01  -.167623E+01  -.165816E+01  0.176263E+02
   198  0.600361E+00  -.346307E+01  -.167716E+01  -.165359E+01  0.176247E+02
   207  0.599580E+00  -.346324E+01  -.167716E+01  -.165286E+01  0.176246E+02
   216  0.599669E+00  -.346332E+01  -.167744E+01  -.165258E+01  0.176245E+02
   217  0.602141E+00  -.346324E+01  -.167717E+01  -.165379E+01  0.176243E+02
   218  0.602850E+00  -.346337E+01  -.167777E+01  -.165463E+01  0.176241E+02
   221  0.602466E+00  -.346362E+01  -.167687E+01  -.165515E+01  0.176237E+02
   222  0.600769E+00  -.346391E+01  -.167694E+01  -.165521E+01  0.176237E+02
   223  0.600801E+00  -.346384E+01  -.167684E+01  -.165387E+01  0.176236E+02
   224  0.600763E+00  -.346369E+01  -.167524E+01  -.165676E+01  0.176236E+02
   227  0.598944E+00  -.346370E+01  -.167582E+01  -.165489E+01  0.176232E+02
   231  0.598405E+00  -.346376E+01  -.167541E+01  -.165494E+01  0.176232E+02
   232  0.598861E+00  -.346378E+01  -.167514E+01  -.165623E+01  0.176231E+02
   233  0.597224E+00  -.346417E+01  -.167452E+01  -.165564E+01  0.176230E+02
   234  0.596816E+00  -.346411E+01  -.167486E+01  -.165567E+01  0.176230E+02
   236  0.595800E+00  -.346407E+01  -.167415E+01  -.165698E+01  0.176229E+02
   237  0.594580E+00  -.346383E+01  -.167228E+01  -.165900E+01  0.176227E+02
   241  0.594461E+00  -.346384E+01  -.167247E+01  -.165708E+01  0.176226E+02
   242  0.594055E+00  -.346411E+01  -.167252E+01  -.165729E+01  0.176223E+02
   249  0.593563E+00  -.346421E+01  -.167233E+01  -.165780E+01  0.176223E+02
