 0.807499E+00 -.343634E+01 -.163404E+01 -.175441E+01 0.235166E+02
 0.130644E+01 -.343737E+01 -.174862E+01 -.170253E+01 0.234881E+02
 0.116912E+01 -.346059E+01 -.178247E+01 -.152398E+01 0.237872E+02
 0.612403E+00 -.350819E+01 -.162040E+01 -.170752E+01 0.224147E+02
 0.138640E+01 -.344543E+01 -.189360E+01 -.148254E+01 0.208095E+02
 0.297803E+00 -.351553E+01 -.145653E+01 -.163261E+01 0.218789E+02
 0.973414E+00 -.344784E+01 -.185427E+01 -.147481E+01 0.200774E+02
 0.795241E+00 -.345684E+01 -.177541E+01 -.157831E+01 0.182289E+02
 0.769900E+00 -.346583E+01 -.160185E+01 -.181950E+01 0.236204E+02
 0.923183E+00 -.346052E+01 -.174994E+01 -.170752E+01 0.204628E+02
 0.714236E+00 -.350206E+01 -.177189E+01 -.155660E+01 0.226192E+02
 0.749921E+00 -.344030E+01 -.174388E+01 -.159037E+01 0.186209E+02
 0.896767E+00 -.342540E+01 -.168812E+01 -.170815E+01 0.230400E+02
 0.808008E+00 -.345461E+01 -.171797E+01 -.154474E+01 0.221644E+02
 0.885859E+00 -.346363E+01 -.182660E+01 -.159357E+01 0.207169E+02
 0.495262E+00 -.342799E+01 -.160155E+01 -.174920E+01 0.225861E+02
 0.837957E+00 -.344162E+01 -.181972E+01 -.163821E+01 0.222663E+02
 0.798450E+00 -.343699E+01 -.171101E+01 -.157787E+01 0.214248E+02
 0.252314E+00 -.348679E+01 -.120167E+01 -.176822E+01 0.227879E+02
 0.752203E+00 -.343839E+01 -.166188E+01 -.161555E+01 0.228171E+02
 0.780634E+00 -.342966E+01 -.177380E+01 -.160068E+01 0.196133E+02
 0.441102E+00 -.350087E+01 -.157626E+01 -.172218E+01 0.195154E+02
 0.509017E+00 -.348512E+01 -.160069E+01 -.159979E+01 0.208481E+02
 0.770793E+00 -.344555E+01 -.169576E+01 -.162107E+01 0.197805E+02
 0.733586E+00 -.344935E+01 -.173118E+01 -.170675E+01 0.193803E+02
 0.602103E+00 -.341972E+01 -.173992E+01 -.160575E+01 0.228382E+02
 0.797833E+00 -.341508E+01 -.182938E+01 -.157703E+01 0.235934E+02
 0.516477E+00 -.344910E+01 -.167554E+01 -.154356E+01 0.209120E+02
