175.d0
330.d0
17

45	0.552472494	0.347827506
60	1.376991089	1.078808911
75	1.891437227	1.838062773
90	2.428684026	2.675115974
105	2.901603385	3.307396615
120	3.176679777	4.270320223
135	3.504038768	5.027061232
150	3.792111926	5.827488074
165	3.973451318	6.750948682
180	4.164646556	7.473553444
195	4.202219638	8.222980362
210	4.352641234	8.735858766
225	4.484471621	9.023328379
240	4.674966161	9.265533839
270	4.989937541	9.643762459
300	5.071467575	10.10733242
